-10.000	         10.247
-9.900	         10.149
-9.800	         10.052
-9.700	          9.954
-9.600	          9.857
-9.500	          9.760
-9.400	          9.662
-9.300	          9.565
-9.200	          9.468
-9.100	          9.371
-9.000	          9.274
-8.900	          9.177
-8.800	          9.080
-8.700	          8.983
-8.600	          8.886
-8.500	          8.789
-8.400	          8.693
-8.300	          8.596
-8.200	          8.499
-8.100	          8.403
-8.000	          8.307
-7.900	          8.210
-7.800	          8.114
-7.700	          8.018
-7.600	          7.922
-7.500	          7.826
-7.400	          7.730
-7.300	          7.635
-7.200	          7.539
-7.100	          7.444
-7.000	          7.348
-6.900	          7.253
-6.800	          7.158
-6.700	          7.063
-6.600	          6.968
-6.500	          6.874
-6.400	          6.779
-6.300	          6.685
-6.200	          6.591
-6.100	          6.497
-6.000	          6.403
-5.900	          6.310
-5.800	          6.216
-5.700	          6.123
-5.600	          6.030
-5.500	          5.937
-5.400	          5.845
-5.300	          5.752
-5.200	          5.660
-5.100	          5.569
-5.000	          5.477
-4.900	          5.386
-4.800	          5.295
-4.700	          5.205
-4.600	          5.115
-4.500	          5.025
-4.400	          4.936
-4.300	          4.847
-4.200	          4.758
-4.100	          4.670
-4.000	          4.583
-3.900	          4.496
-3.800	          4.409
-3.700	          4.323
-3.600	          4.238
-3.500	          4.153
-3.400	          4.069
-3.300	          3.986
-3.200	          3.904
-3.100	          3.822
-3.000	          3.742
-2.900	          3.662
-2.800	          3.583
-2.700	          3.506
-2.600	          3.429
-2.500	          3.354
-2.400	          3.280
-2.300	          3.208
-2.200	          3.137
-2.100	          3.068
-2.000	          3.000
-1.900	          2.934
-1.800	          2.871
-1.700	          2.809
-1.600	          2.750
-1.500	          2.693
-1.400	          2.638
-1.300	          2.587
-1.200	          2.538
-1.100	          2.492
-1.000	         -1.683
-0.900	         -1.567
-0.800	         -1.435
-0.700	         -1.288
-0.600	         -1.129
-0.500	         -0.959
-0.400	         -0.779
-0.300	         -0.591
-0.200	         -0.397
-0.100	         -0.200
0.000	          0.000
0.100	          0.134
0.200	          0.242
0.300	          0.331
0.400	          0.405
0.500	          0.467
0.600	          0.519
0.700	          0.564
0.800	          0.603
0.900	          0.637
1.000	          0.667
1.100	          0.693
1.200	          0.716
1.300	          0.736
1.400	          0.755
1.500	          0.771
1.600	          0.786
1.700	          0.800
1.800	          0.812
1.900	          0.823
2.000	          0.833
2.100	          0.843
2.200	          0.851
2.300	          0.859
2.400	          0.866
2.500	          0.873
2.600	          0.879
2.700	          0.885
2.800	          0.890
2.900	          0.895
3.000	          0.900
3.100	          0.904
3.200	          0.908
3.300	          0.912
3.400	          0.916
3.500	          0.919
3.600	          0.922
3.700	          0.925
3.800	          0.928
3.900	          0.931
4.000	          0.933
4.100	          0.936
4.200	          0.938
4.300	          0.940
4.400	          0.942
4.500	          0.944
4.600	          0.946
4.700	          0.948
4.800	          0.949
4.900	          0.951
5.000	          0.952
5.100	          0.954
5.200	          0.955
5.300	          0.957
5.400	          0.958
5.500	          0.959
5.600	          0.960
5.700	          0.961
5.800	          0.962
5.900	          0.963
6.000	          0.964
6.100	          0.965
6.200	          0.966
6.300	          0.967
6.400	          0.968
6.500	          0.969
6.600	          0.969
6.700	          0.970
6.800	          0.971
6.900	          0.972
7.000	          0.972
7.100	          0.973
7.200	          0.973
7.300	          0.974
7.400	          0.975
7.500	          0.975
7.600	          0.976
7.700	          0.976
7.800	          0.977
7.900	          0.977
8.000	          0.978
8.100	          0.978
8.200	          0.979
8.300	          0.979
8.400	          0.980
8.500	          0.980
8.600	          0.980
8.700	          0.981
8.800	          0.981
8.900	          0.981
9.000	          0.982
9.100	          0.982
9.200	          0.982
9.300	          0.983
9.400	          0.983
9.500	          0.983
9.600	          0.984
9.700	          0.984
9.800	          0.984
9.900	          0.985
10.000	         10.247
10.100	         10.345
10.200	         10.442
10.300	         10.540
10.400	         10.638
10.500	         10.735
10.600	         10.833
10.700	         10.931
10.800	         11.029
10.900	         11.127
11.000	         11.225
11.100	         11.323
11.200	         11.421
11.300	         11.519
11.400	         11.617
11.500	         11.715
11.600	         11.814
11.700	         11.912
11.800	         12.010
11.900	         12.108
12.000	         12.207
12.100	         12.305
12.200	         12.403
12.300	         12.502
12.400	         12.600
12.500	         12.698
12.600	         12.797
12.700	         12.895
12.800	         12.994
12.900	         13.092
13.000	         13.191
13.100	         13.289
13.200	         13.388
13.300	         13.487
13.400	         13.585
13.500	         13.684
13.600	         13.783
13.700	         13.881
13.800	         13.980
13.900	         14.079
14.000	         14.177
14.100	         14.276
14.200	         14.375
14.300	         14.474
14.400	         14.573
14.500	         14.671
14.600	         14.770
14.700	         14.869
14.800	         14.968
14.900	         15.067
15.000	         15.166
15.100	         15.265
15.200	         15.364
15.300	         15.463
15.400	         15.562
15.500	         15.660
15.600	         15.759
15.700	         15.858
15.800	         15.957
15.900	         16.056
16.000	         16.156
16.100	         16.255
16.200	         16.354
16.300	         16.453
16.400	         16.552
16.500	         16.651
16.600	         16.750
16.700	         16.849
16.800	         16.948
16.900	         17.047
17.000	         17.146
17.100	         17.246
17.200	         17.345
17.300	         17.444
17.400	         17.543
17.500	         17.642
17.600	         17.742
17.700	         17.841
17.800	         17.940
17.900	         18.039
18.000	         18.138
18.100	         18.238
18.200	         18.337
18.300	         18.436
18.400	         18.535
18.500	         18.635
18.600	         18.734
18.700	         18.833
18.800	         18.933
18.900	         19.032
19.000	         19.131
19.100	         19.230
19.200	         19.330
19.300	         19.429
19.400	         19.528
19.500	         19.628
19.600	         19.727
19.700	         19.827
19.800	         19.926
19.900	         20.025
